Id,Label,degree,weighted degree,modularity_class,主体类型,领域方向,功能定位
中共中央党校(国家行政学院)学报,中共中央党校(国家行政学院)学报,485,558,1,政府机构,学术研究,学术研究
睢宁先锋,睢宁先锋,464,475,1,其他,党建理论,
海南大学学报社会科学版,海南大学学报社会科学版,634,912,2,高校/学术机构,学术研究,学术研究
京铁手机报,京铁手机报,572,619,1,媒体平台,社会民生,
长治大辛庄戒毒,长治大辛庄戒毒,490,501,3,其他,地方政务,
社会主义研究编辑部,社会主义研究编辑部,449,497,1,高校/学术机构,学术研究,学术研究
部门宪法研究,部门宪法研究,1012,4459,2,高校/学术机构,学术研究,学术研究
云南红河发布,云南红河发布,433,435,3,政府机构,地方政务,
海兰江党韵,海兰江党韵,407,421,1,其他,其他,
台前党建,台前党建,407,421,1,其他,党建理论,
拜泉宣传,拜泉宣传,456,471,1,其他,党建理论,
南开学报,南开学报,456,697,1,高校/学术机构,学术研究,学术研究
庆云县图书馆,庆云县图书馆,405,407,7,其他,文旅国资,
中国共青团杂志,中国共青团杂志,562,588,1,媒体平台,党建理论,
安徽普法,安徽普法,468,472,5,其他,地方政务,
鹿泉党员,鹿泉党员,468,475,3,其他,党建理论,
新华在线,新华在线,489,540,1,其他,其他,
一马党先,一马党先,600,704,1,其他,其他,
长春发布,长春发布,468,530,1,政府机构,地方政务,
安康党办,安康党办,562,598,1,政府机构,地方政务,政务服务
含山先锋党建,含山先锋党建,519,521,4,其他,党建理论,
上海支部生活鲜知先觉,上海支部生活鲜知先觉,626,675,1,自媒体/个人,地方政务,
中国法学网,中国法学网,870,2105,2,媒体平台,学术研究,学术研究
陵水发布,陵水发布,410,426,1,政府机构,其他,
武安组工在线,武安组工在线,419,508,1,其他,其他,
风华建安,风华建安,538,602,1,其他,其他,
领导科学,领导科学,434,463,2,其他,其他,
安徽机关党建,安徽机关党建,449,461,1,政府机构,党建理论,
清廉昭通,清廉昭通,508,670,1,政府机构,党建理论,
孟子研究院,孟子研究院,535,701,7,高校/学术机构,学术研究,学术研究
营口市站前区人民法院,营口市站前区人民法院,541,568,1,政府机构,地方政务,
广东社会科学,广东社会科学,612,943,2,高校/学术机构,地方政务,学术研究
理论界,理论界,434,499,1,其他,党建理论,
新区街道彩虹社区党群服务中心,新区街道彩虹社区党群服务中心,427,454,1,政府机构,社会民生,政务服务
先锋泰州,先锋泰州,441,458,1,其他,党建理论,
瓷都民警之家,瓷都民警之家,445,450,1,自媒体/个人,其他,
清马小喽蝼,清马小喽蝼,466,490,2,其他,其他,
思想战线THINKING,思想战线THINKING,783,1081,2,其他,其他,
清风新林,清风新林,393,397,3,政府机构,党建理论,
廉洁深圳,廉洁深圳,430,444,1,其他,地方政务,
马克思主义学,马克思主义学,461,519,1,其他,党建理论,
内蒙古掌上12348,内蒙古掌上12348,625,709,1,其他,地方政务,
活力二连,活力二连,393,395,1,其他,其他,
质化研究,质化研究,747,1059,2,高校/学术机构,学术研究,学术研究
华中师范大学马克思主义学院,华中师范大学马克思主义学院,471,490,1,高校/学术机构,学术研究,
高校组工之家,高校组工之家,406,419,1,自媒体/个人,其他,
遵义发布,遵义发布,391,393,3,政府机构,地方政务,
当代世界与社会主义,当代世界与社会主义,550,658,1,自媒体/个人,其他,
内蒙古共青团,内蒙古共青团,455,475,1,其他,党建理论,
辽宁教育学院,辽宁教育学院,390,395,1,高校/学术机构,学术研究,教育
包河青年,包河青年,390,395,1,其他,党建理论,
灵台人民检察院,灵台人民检察院,447,523,1,政府机构,其他,
党史镜报,党史镜报,580,631,1,媒体平台,党建理论,
中国青年研究,中国青年研究,953,1662,2,高校/学术机构,学术研究,学术研究
中国财政,中国财政,468,519,1,其他,其他,
济医康复医学院,济医康复医学院,389,391,1,高校/学术机构,学术研究,
星火燎原工作室,星火燎原工作室,432,493,1,自媒体/个人,其他,
章丘融媒,章丘融媒,388,398,1,其他,其他,
广西政协,广西政协,635,674,1,政府机构,地方政务,
上海民革,上海民革,389,403,3,其他,地方政务,
机关讲书堂,机关讲书堂,387,401,3,政府机构,其他,
安阳市文峰区教育局,安阳市文峰区教育局,387,401,3,政府机构,基础教育,教育
教育部关工委,教育部关工委,387,401,3,政府机构,基础教育,教育
广东反恐,广东反恐,387,401,3,其他,地方政务,
上党先锋号,上党先锋号,387,401,3,其他,党建理论,
清风广阳,清风广阳,387,401,3,政府机构,党建理论,
新华网,新华网,616,681,1,媒体平台,其他,
文化示范,文化示范,394,399,7,其他,传统文化,文化传播
海关发布,海关发布,490,527,1,政府机构,其他,
首都疾控党建,首都疾控党建,385,464,1,其他,党建理论,
云南民族大学学报哲学社会科学版,云南民族大学学报哲学社会科学版,432,483,1,高校/学术机构,学术研究,学术研究
包头市民委,包头市民委,580,660,1,政府机构,地方政务,
创新浙江,创新浙江,433,453,1,其他,地方政务,
今抚矿,今抚矿,383,397,1,其他,其他,
鹤庆融媒,鹤庆融媒,422,422,4,其他,其他,
经济日报论苑,经济日报论苑,573,621,1,媒体平台,社会民生,
万柏林党建,万柏林党建,383,389,1,其他,党建理论,
清廉海南,清廉海南,421,448,1,政府机构,党建理论,
高等学校文科学术文摘CUAA,高等学校文科学术文摘CUAA,743,1028,2,高校/学术机构,学术研究,学术研究
包头市图书馆,包头市图书馆,382,382,5,其他,文旅国资,
理论周刊,理论周刊,456,482,1,媒体平台,党建理论,
乌玛扎西塔塘,乌玛扎西塔塘,400,485,1,其他,其他,
小店组工,小店组工,400,485,1,其他,其他,
额济纳旗总工会,额济纳旗总工会,423,440,1,其他,其他,
中共宁夏区委党校,中共宁夏区委党校,381,386,1,政府机构,地方政务,
乌苏零距离,乌苏零距离,381,386,1,其他,其他,
文明兴化,文明兴化,381,393,1,其他,文旅国资,
蓝色号角,蓝色号角,439,491,1,其他,其他,
淮北检察,淮北检察,463,501,1,其他,地方政务,
云龙之声,云龙之声,431,436,1,其他,其他,
上海市法学会东方法学,上海市法学会东方法学,1147,3655,2,其他,学术研究,学术研究
学术成长学苑,学术成长学苑,948,3132,2,高校/学术机构,学术研究,学术研究
今日国土杂志社,今日国土杂志社,382,385,5,媒体平台,其他,
荆刚小站,荆刚小站,576,818,2,其他,其他,
辽宁高院,辽宁高院,482,556,1,其他,地方政务,
北魏重镇新貌怀朔,北魏重镇新貌怀朔,379,382,5,其他,其他,
历下头条,历下头条,626,667,1,其他,其他,
中社学人,中社学人,700,951,1,高校/学术机构,其他,
离石组工之家,离石组工之家,378,387,1,自媒体/个人,其他,
海河清风,海河清风,439,460,1,政府机构,党建理论,
新京报评论,新京报评论,511,545,1,媒体平台,社会民生,
守正创新研究,守正创新研究,531,677,1,高校/学术机构,学术研究,学术研究
广西青年圈,广西青年圈,376,378,3,其他,党建理论,
廉洁江西,廉洁江西,394,395,8,其他,地方政务,
历史中国,历史中国,499,672,1,其他,其他,
书香果洛,书香果洛,408,421,1,其他,其他,
乌兰县希里沟镇,乌兰县希里沟镇,375,375,7,其他,其他,
巴彦淖尔市临河区人民检察院,巴彦淖尔市临河区人民检察院,374,374,1,政府机构,地方政务,
昆仑策网,昆仑策网,447,514,1,媒体平台,其他,
南开马院,南开马院,462,499,2,其他,其他,
新京报书评周刊,新京报书评周刊,432,441,2,媒体平台,社会民生,
法治未央,法治未央,534,563,1,其他,其他,
健康贵州,健康贵州,405,416,8,其他,社会民生,
湖北人社,湖北人社,441,469,8,政府机构,社会民生,
文明陕西,文明陕西,499,508,6,其他,文旅国资,
准大发电,准大发电,389,472,5,其他,其他,
乌翠区党建,乌翠区党建,389,476,1,其他,党建理论,
跌跌撞撞的遇见,跌跌撞撞的遇见,515,1052,2,其他,其他,
宜昌微党校,宜昌微党校,439,466,1,其他,地方政务,
茫汗苏木人民政府,茫汗苏木人民政府,370,388,1,政府机构,其他,
蚌埠青年,蚌埠青年,368,373,3,其他,党建理论,
唐山先锋,唐山先锋,389,403,1,其他,党建理论,
福建信息职业技术学院团委,福建信息职业技术学院团委,400,453,1,政府机构,学术研究,
贵州社会科学,贵州社会科学,526,623,2,高校/学术机构,地方政务,学术研究
珠峰女性,珠峰女性,366,370,1,其他,其他,
沂蒙清风,沂蒙清风,366,370,1,政府机构,党建理论,
河南国资,河南国资,463,468,6,其他,文旅国资,
云南省人民检察院,云南省人民检察院,376,393,1,政府机构,地方政务,
平安中原,平安中原,366,372,1,其他,其他,
天津市和平区小白楼街道办事处,天津市和平区小白楼街道办事处,366,367,1,政府机构,社会民生,政务服务
呼和浩特教育,呼和浩特教育,366,369,1,其他,基础教育,教育
阿克苏零距离,阿克苏零距离,550,574,1,其他,其他,
张家口市社会科学界联合会,张家口市社会科学界联合会,381,387,6,高校/学术机构,地方政务,学术研究
中共宁夏区委党校宁夏行政学院,中共宁夏区委党校宁夏行政学院,491,512,1,政府机构,学术研究,
法学期刊目录通讯,法学期刊目录通讯,994,4039,2,媒体平台,学术研究,学术研究
云南省社科联,云南省社科联,365,375,1,高校/学术机构,学术研究,学术研究
一起来宣讲,一起来宣讲,393,411,1,其他,其他,
辽宁世纪教育研究院,辽宁世纪教育研究院,364,374,1,高校/学术机构,学术研究,学术研究
通州组工,通州组工,364,374,1,其他,其他,
海外网,海外网,502,541,1,媒体平台,其他,
广西社会科学杂志社,广西社会科学杂志社,516,585,1,高校/学术机构,地方政务,学术研究
思创社科,思创社科,512,745,1,高校/学术机构,学术研究,学术研究
人文学术社,人文学术社,1183,6538,2,高校/学术机构,学术研究,学术研究
未来护航,未来护航,509,533,1,其他,其他,
知与行,知与行,385,425,1,其他,其他,
河南济源大美大峪,河南济源大美大峪,362,368,3,其他,地方政务,
社科海军,社科海军,398,419,1,高校/学术机构,学术研究,学术研究
中国西藏旅游,中国西藏旅游,439,478,1,其他,文旅国资,
中国新闻网,中国新闻网,701,830,1,媒体平台,社会民生,
中国社会工作,中国社会工作,445,471,8,高校/学术机构,其他,
中国社会科学院国际合作局,中国社会科学院国际合作局,457,485,8,政府机构,学术研究,学术研究
赣鄱统战,赣鄱统战,403,413,1,其他,党建理论,
全国政协,全国政协,495,541,1,政府机构,其他,
安徽人大,安徽人大,450,524,1,政府机构,地方政务,
预警空天,预警空天,358,363,1,其他,其他,
云端阿什努,云端阿什努,358,362,6,其他,其他,
中国伦理在线,中国伦理在线,668,954,2,其他,其他,
宜昌民建,宜昌民建,501,612,1,其他,地方政务,
东南学术,东南学术,495,655,1,高校/学术机构,学术研究,学术研究
容城公安党建,容城公安党建,394,415,1,其他,党建理论,
初心路,初心路,519,524,7,其他,党建理论,
北斗融媒,北斗融媒,393,402,1,其他,其他,
甘肃民委,甘肃民委,383,399,1,政府机构,地方政务,
宁夏党刊,宁夏党刊,371,380,8,媒体平台,地方政务,
哈业胡同镇人民政府,哈业胡同镇人民政府,355,364,3,政府机构,其他,
鼓楼微讯,鼓楼微讯,355,358,1,其他,其他,
国家林业和草原局,国家林业和草原局,355,359,8,政府机构,其他,政务服务
北京绿京华生态园林股份有限公司,北京绿京华生态园林股份有限公司,378,407,1,其他,地方政务,
人大政治经济学论坛,人大政治经济学论坛,508,629,2,政府机构,学术研究,
长沙观察,长沙观察,406,426,8,其他,地方政务,
中国致公,中国致公,481,526,1,其他,其他,
活力凉城,活力凉城,353,356,1,其他,其他,
山东宣传,山东宣传,409,439,1,其他,党建理论,
包头日报,包头日报,351,354,5,媒体平台,社会民生,
新传考研小小班,新传考研小小班,706,1538,2,其他,学术研究,教育
江门政协,江门政协,387,403,1,政府机构,地方政务,
重庆国防教育,重庆国防教育,350,352,5,其他,基础教育,教育
红旗西街,红旗西街,462,503,1,其他,其他,
三农学术,三农学术,700,1621,2,高校/学术机构,学术研究,学术研究
劳动关系与工会研究院,劳动关系与工会研究院,380,397,8,高校/学术机构,学术研究,学术研究
东岳论丛,东岳论丛,366,412,1,其他,其他,
暴风骤雨,暴风骤雨,348,350,2,其他,其他,
青年湖南,青年湖南,567,631,1,其他,党建理论,
中国军视网,中国军视网,347,360,1,媒体平台,其他,
中国藏学研究中心,中国藏学研究中心,572,1165,2,高校/学术机构,学术研究,学术研究
中国工业经济,中国工业经济,813,2416,2,其他,其他,
河南自然资源,河南自然资源,383,394,1,其他,地方政务,资源整合
南方杂志,南方杂志,377,387,1,媒体平台,其他,
